name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,isin_region,手机号识别,bd09_lng,bd09_lat,wgs84_location,wgs84_lng,wgs84_lat,行业大类,行业子类
泗乡餐厅,浙江省,杭州市,西湖区,浙江省杭州市西湖区洙泗路美上商业中心1号楼111室,18989874530,b230a471340b3f70c51b7547,b230a471340b3f70c51b7547,1,"{'distance': 3680, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b230a471340b3f70c51b7547&output=html&source=placeapi_v2', 'price': '63.0', 'overall_rating': '3.7', 'comment_num': '0', 'shop_hours': '', 'label': '中餐馆', 'children': []}","{'lat': 30.153096, 'lng': 120.088866}",http://api.map.baidu.com/place/detail?uid=b230a471340b3f70c51b7547&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.088866,30.153096,"120.07750405764075,30.149514342021885",120.07750405764075,30.149514342021885,美食,中餐厅
百味饭店,浙江省,杭州市,西湖区,浙江省杭州市西湖区双浦镇枫桦东路麦岭沙农贸市场,13867005004,cfd053abbaffcf0481288abc,None,1,"{'distance': 1824, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=cfd053abbaffcf0481288abc&output=html&source=placeapi_v2', 'shop_hours': '08:59-22:00', 'label': '中餐馆', 'children': []}","{'lat': 30.148409, 'lng': 120.124817}",http://api.map.baidu.com/place/detail?uid=cfd053abbaffcf0481288abc&output=html&source=placeapi_v2,美食;中餐厅,cater,True,1,120.124817,30.148409,"120.11361668006295,30.144331471563685",120.11361668006295,30.144331471563685,美食,中餐厅
老桐庐1977餐厅(转塘店),浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘金街金街美地3号楼2楼201室,13326142839,07967fbbb252d447f8dc852a,07967fbbb252d447f8dc852a,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=07967fbbb252d447f8dc852a&output=html&source=placeapi_v2', 'price': '68.0', 'overall_rating': '4.3', 'comment_num': '4', 'shop_hours': '', 'label': '浙菜', 'children': []}","{'lat': 30.153556, 'lng': 120.085657}",http://api.map.baidu.com/place/detail?uid=07967fbbb252d447f8dc852a&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.085657,30.153556,"120.07428159734029,30.150030364426428",120.07428159734029,30.150030364426428,美食,中餐厅
两只牛蛙(转塘店),浙江省,杭州市,西湖区,杭州市西湖区转塘路金街美地3幢219号2层,"17305811062,18694581203",49b0e89684da0717d2f49e18,49b0e89684da0717d2f49e18,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=49b0e89684da0717d2f49e18&output=html&source=placeapi_v2', 'price': '87.0', 'overall_rating': '3.7', 'comment_num': '48', 'shop_hours': '', 'label': '中餐馆', 'children': []}","{'lat': 30.153476, 'lng': 120.084771}",http://api.map.baidu.com/place/detail?uid=49b0e89684da0717d2f49e18&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.084771,30.153476,"120.07339224729944,30.14996502595539",120.07339224729944,30.14996502595539,美食,中餐厅
欣瑶饭店,浙江省,杭州市,西湖区,浙江省杭州市西湖区双浦镇兰溪口村383号,13523660527,b63b87a48ef0701b276e9867,None,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b63b87a48ef0701b276e9867&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '3', 'shop_hours': '', 'label': '江浙菜', 'children': []}","{'lat': 30.126557, 'lng': 120.118415}",http://api.map.baidu.com/place/detail?uid=b63b87a48ef0701b276e9867&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.118415,30.126557,"120.10721549377061,30.122510242321667",120.10721549377061,30.122510242321667,美食,中餐厅
晨萱鱼头餐厅,浙江省,杭州市,西湖区,杭州市西湖区美院南路99号龙心田城大厦,15906620131,5d8e4ea7f98ab0f72a02e198,None,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=5d8e4ea7f98ab0f72a02e198&output=html&source=placeapi_v2', 'overall_rating': '3.5', 'shop_hours': '', 'label': '小龙虾店', 'children': []}","{'lat': 30.156759, 'lng': 120.083204}",http://api.map.baidu.com/place/detail?uid=5d8e4ea7f98ab0f72a02e198&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.083204,30.156759,"120.07181923090636,30.15327279260516",120.07181923090636,30.15327279260516,美食,中餐厅
天宜黄牛馆(之江之芯店),浙江省,杭州市,西湖区,杭州市西湖区枫桦路之新花苑东北侧约130米,"13706519577,18258826521",4e080c40edca9d6ea6c75650,None,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=4e080c40edca9d6ea6c75650&output=html&source=placeapi_v2', 'price': '66.0', 'overall_rating': '3.7', 'shop_hours': '', 'label': '潮汕火锅', 'children': []}","{'lat': 30.163983, 'lng': 120.104897}",http://api.map.baidu.com/place/detail?uid=4e080c40edca9d6ea6c75650&output=html&source=placeapi_v2,美食;中餐厅,cater,True,1,120.104897,30.163983,"120.09361686827353,30.160102176562805",120.09361686827353,30.160102176562805,美食,中餐厅
淮南牛肉汤,浙江省,杭州市,西湖区,杭州市西湖区枫桦路之新花苑东北侧约120米,17376565331,b5f9776c4a32302c6f47600e,None,1,"{'distance': 344, 'tag': '美食', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b5f9776c4a32302c6f47600e&output=html&source=placeapi_v2', 'overall_rating': '3.5', 'shop_hours': '10:00-22:00', 'label': '餐馆', 'children': []}","{'lat': 30.163936, 'lng': 120.104778}",http://api.map.baidu.com/place/detail?uid=b5f9776c4a32302c6f47600e&output=html&source=placeapi_v2,美食,cater,True,1,120.104778,30.163936,"120.09349723721984,30.160057207205273",120.09349723721984,30.160057207205273,美食,行业缺失
包知味,浙江省,杭州市,西湖区,之江之芯,15088672307,9a9eae82501a99db1f389479,None,1,"{'distance': 0, 'tag': '美食', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=9a9eae82501a99db1f389479&output=html&source=placeapi_v2', 'overall_rating': '3.5', 'shop_hours': '', 'label': '餐馆', 'children': []}","{'lat': 30.164148, 'lng': 120.104481}",http://api.map.baidu.com/place/detail?uid=9a9eae82501a99db1f389479&output=html&source=placeapi_v2,美食,cater,True,1,120.104481,30.164148,"120.09319876777127,30.16027432742767",120.09319876777127,30.16027432742767,美食,行业缺失
之江粉匠,浙江省,杭州市,西湖区,杭州市西湖区枫桦路大家之江悦东南侧约110米,15886325319,85204557ae4dd4f411882465,85204557ae4dd4f411882465,1,"{'distance': 0, 'tag': '美食;小吃快餐店', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=85204557ae4dd4f411882465&output=html&source=placeapi_v2', 'overall_rating': '3.4', 'comment_num': '1', 'shop_hours': '', 'label': '快餐厅', 'children': []}","{'lat': 30.164659, 'lng': 120.104655}",http://api.map.baidu.com/place/detail?uid=85204557ae4dd4f411882465&output=html&source=placeapi_v2,美食;小吃快餐店,cater,True,1,120.104655,30.164659,"120.09337384897233,30.16078237151117",120.09337384897233,30.16078237151117,美食,小吃快餐店
中国兰州经典牛肉面,浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘街道东泽江芯大厦105室,17693317383,7f4b089d4e57ae00a11de981,None,1,"{'distance': 0, 'tag': '美食;小吃快餐店', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=7f4b089d4e57ae00a11de981&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '面馆', 'children': []}","{'lat': 30.164348, 'lng': 120.104282}",http://api.map.baidu.com/place/detail?uid=7f4b089d4e57ae00a11de981&output=html&source=placeapi_v2,美食;小吃快餐店,cater,True,1,120.104282,30.164348,"120.09299880190112,30.160477784899626",120.09299880190112,30.160477784899626,美食,小吃快餐店
六盘水黄牛馆(首尔印象店),浙江省,杭州市,西湖区,浙江省杭州市西湖区象山路合诚之江商务中心1号楼1层103号,13777809845,c979fa244d5b0506ca1b950e,c979fa244d5b0506ca1b950e,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c979fa244d5b0506ca1b950e&output=html&source=placeapi_v2', 'price': '82.0', 'overall_rating': '4.5', 'comment_num': '5', 'shop_hours': '', 'label': '牛肉火锅', 'children': []}","{'lat': 30.147437, 'lng': 120.078622}",http://api.map.baidu.com/place/detail?uid=c979fa244d5b0506ca1b950e&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.078622,30.147437,"120.06722672668124,30.144015491958356",120.06722672668124,30.144015491958356,美食,中餐厅
叶掌柜酸菜鱼,浙江省,杭州市,西湖区,浙江省杭州市西湖区丽景路光阳大厦1楼,15267141194,0a01a2cf8636eec2ce04ef13,None,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0a01a2cf8636eec2ce04ef13&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '中餐馆', 'children': []}","{'lat': 30.169149, 'lng': 120.092008}",http://api.map.baidu.com/place/detail?uid=0a01a2cf8636eec2ce04ef13&output=html&source=placeapi_v2,美食;中餐厅,cater,True,1,120.092008,30.169149,"120.08066343697301,30.165509643329198",120.08066343697301,30.165509643329198,美食,中餐厅
小辣椒餐厅(西湖区店),浙江省,杭州市,西湖区,浙江省杭州市西湖区转江街20号西街美食城142室,15974299299,671ae030fc4493b895f08c50,671ae030fc4493b895f08c50,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=671ae030fc4493b895f08c50&output=html&source=placeapi_v2', 'price': '75.0', 'overall_rating': '3.6', 'shop_hours': '', 'label': '湘菜', 'children': []}","{'lat': 30.164878, 'lng': 120.077517}",http://api.map.baidu.com/place/detail?uid=671ae030fc4493b895f08c50&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.077517,30.164878,"120.06611791317154,30.161469223357464",120.06611791317154,30.161469223357464,美食,中餐厅
定山湾饭店,浙江省,杭州市,西湖区,浙江省杭州市西湖区鸡山路万美商务中心1号楼4楼,13082833226,77777d7d1edb65546849f355,77777d7d1edb65546849f355,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=77777d7d1edb65546849f355&output=html&source=placeapi_v2', 'overall_rating': '3.6', 'shop_hours': '', 'label': '江浙菜', 'children': []}","{'lat': 30.147711, 'lng': 120.077267}",http://api.map.baidu.com/place/detail?uid=77777d7d1edb65546849f355&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.077267,30.147711,"120.06586864632187,30.144305496430082",120.06586864632187,30.144305496430082,美食,中餐厅
乌家弄美食(转塘店),浙江省,杭州市,西湖区,浙江省杭州市西湖区沈横路定北家园一区配套公建22-2,17746843033,11eef09129e91ff086420e2c,,1,"{'distance': 2461, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=11eef09129e91ff086420e2c&output=html&source=placeapi_v2', 'overall_rating': '3.6', 'comment_num': '1', 'shop_hours': '10:00-22:00', 'label': '中餐馆', 'children': []}","{'lat': 30.165146, 'lng': 120.075734}",http://api.map.baidu.com/place/detail?uid=11eef09129e91ff086420e2c&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.075734,30.165146,"120.06433175600321,30.161756491871376",120.06433175600321,30.161756491871376,美食,中餐厅
阿兵哥美食园(转塘直街店),浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘直街23号,"15868116260,18268056229",7357b7b29ddc30e13162128e,7357b7b29ddc30e13162128e,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=7357b7b29ddc30e13162128e&output=html&source=placeapi_v2', 'price': '21.0', 'overall_rating': '3.6', 'comment_num': '0', 'shop_hours': '', 'label': '中餐馆', 'children': []}","{'lat': 30.168625, 'lng': 120.086311}",http://api.map.baidu.com/place/detail?uid=7357b7b29ddc30e13162128e&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.086311,30.168625,"120.07494080153728,30.165088829163178",120.07494080153728,30.165088829163178,美食,中餐厅
永章饭店,浙江省,杭州市,西湖区,浙江省杭州市西湖区叶埠桥东山里2号,13735873160,f6f0f0c37d2dfb219cec2bfc,f6f0f0c37d2dfb219cec2bfc,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=f6f0f0c37d2dfb219cec2bfc&output=html&source=placeapi_v2', 'overall_rating': '3.5', 'shop_hours': '', 'label': '中餐馆', 'children': []}","{'lat': 30.183061, 'lng': 120.074845}",http://api.map.baidu.com/place/detail?uid=f6f0f0c37d2dfb219cec2bfc&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.074845,30.183061,"120.06345411218798,30.179683035503384",120.06345411218798,30.179683035503384,美食,中餐厅
余记烤饼(黄龙路店),浙江省,杭州市,西湖区,浙江省杭州市西湖区黄龙路2号,15105700663,67cb69eb7250acefb64f54c4,None,1,"{'distance': 0, 'tag': '美食', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=67cb69eb7250acefb64f54c4&output=html&source=placeapi_v2', 'price': '19.0', 'overall_rating': '3.9', 'comment_num': '4', 'shop_hours': '', 'label': '快餐厅', 'children': []}","{'lat': 30.272649, 'lng': 120.143617}",http://api.map.baidu.com/place/detail?uid=67cb69eb7250acefb64f54c4&output=html&source=placeapi_v2,美食,cater,True,1,120.143617,30.272649,"120.13241220804706,30.26871958253324",120.13241220804706,30.26871958253324,美食,行业缺失
那拉提之疆餐厅,浙江省,杭州市,西湖区,杭州市西湖区博美路大诸桥新村西南侧约60米,13646842229,9b5e489d603199c92d47339c,9b5e489d603199c92d47339c,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=9b5e489d603199c92d47339c&output=html&source=placeapi_v2', 'price': '92.0', 'overall_rating': '4.3', 'comment_num': '5', 'shop_hours': '', 'label': '新疆菜', 'children': []}","{'lat': 30.164805, 'lng': 120.081958}",http://api.map.baidu.com/place/detail?uid=9b5e489d603199c92d47339c&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.081958,30.164805,"120.0705704716736,30.161337826837155",120.0705704716736,30.161337826837155,美食,中餐厅
荷畔餐饮店,浙江省,杭州市,西湖区,浙江省杭州市西湖区外东山弄1号,15972037986,f3b679943a841fd651e5c546,,1,"{'distance': 1442, 'tag': '美食;中餐厅', 'navi_location': {'lng': 120.13658273266, 'lat': 30.260242145935}, 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=f3b679943a841fd651e5c546&output=html&source=placeapi_v2', 'price': '61.0', 'overall_rating': '3.6', 'comment_num': '1', 'shop_hours': '10:00-22:00', 'label': '湘菜', 'children': []}","{'lat': 30.260293, 'lng': 120.136666}",http://api.map.baidu.com/place/detail?uid=f3b679943a841fd651e5c546&output=html&source=placeapi_v2,美食;中餐厅,cater,True,1,120.136666,30.260293,"120.1254731995366,30.256271552573192",120.1254731995366,30.256271552573192,美食,中餐厅
听风居餐厅,浙江省,杭州市,西湖区,浙江省杭州市西湖区满觉陇路51号,15958199267,0d5cea5ebd089bd2601c6704,0d5cea5ebd089bd2601c6704,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0d5cea5ebd089bd2601c6704&output=html&source=placeapi_v2', 'price': '494.0', 'overall_rating': '3.8', 'shop_hours': '', 'label': '中餐馆', 'children': []}","{'lat': 30.223679, 'lng': 120.140261}",http://api.map.baidu.com/place/detail?uid=0d5cea5ebd089bd2601c6704&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.140261,30.223679,"120.12910065691015,30.219712279154074",120.12910065691015,30.219712279154074,美食,中餐厅
望园饭店,浙江省,杭州市,西湖区,浙江省杭州市西湖区虎跑路1号,13656714728,822abfe60ac9ec5a601c671a,822abfe60ac9ec5a601c671a,1,"{'distance': 0, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=822abfe60ac9ec5a601c671a&output=html&source=placeapi_v2', 'price': '56.0', 'overall_rating': '3.8', 'comment_num': '2', 'shop_hours': '', 'label': '江浙菜', 'children': []}","{'lat': 30.223268, 'lng': 120.141928}",http://api.map.baidu.com/place/detail?uid=822abfe60ac9ec5a601c671a&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.141928,30.223268,"120.13076637730434,30.219325345585144",120.13076637730434,30.219325345585144,美食,中餐厅
羽彤饭店,浙江省,杭州市,西湖区,西湖区西湖风景名胜区四眼井120号一楼,13429619085,3f267a9b6ced5ac94e2fdf87,3f267a9b6ced5ac94e2fdf87,1,"{'distance': 3064, 'tag': '美食;中餐厅', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=3f267a9b6ced5ac94e2fdf87&output=html&source=placeapi_v2', 'price': '41.0', 'overall_rating': '3.4', 'comment_num': '9', 'shop_hours': '10:00-20:00', 'label': '中餐馆', 'children': []}","{'lat': 30.222012, 'lng': 120.142696}",http://api.map.baidu.com/place/detail?uid=3f267a9b6ced5ac94e2fdf87&output=html&source=placeapi_v2,美食;中餐厅,cater,False,1,120.142696,30.222012,"120.13153410301213,30.218081261633714",120.13153410301213,30.218081261633714,美食,中餐厅
