name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,isin_region,手机号识别,bd09_lng,bd09_lat,行业大类,行业子类
俶影桥(九曲桥),浙江省,杭州市,西湖区,杭州市西湖区南山路185号揽月楼附近,None,4642844a2e6e7fd9c9fa5f40,4642844a2e6e7fd9c9fa5f40,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=4642844a2e6e7fd9c9fa5f40&output=html&source=placeapi_v2', 'overall_rating': '4.8', 'image_num': '6', 'comment_num': '6', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.255002, 'lng': 120.166132}",http://api.map.baidu.com/place/detail?uid=4642844a2e6e7fd9c9fa5f40&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.166132,30.255002,旅游景点,景点
御码头,浙江省,杭州市,西湖区,浙江省杭州市西湖区龙井路1号杭州西湖风景名胜区内,None,73110956cbfc15b72ce67bfe,73110956cbfc15b72ce67bfe,1,"{'distance': 993, 'tag': '交通设施;港口', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=73110956cbfc15b72ce67bfe&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.24694, 'lng': 120.161207}",http://api.map.baidu.com/place/detail?uid=73110956cbfc15b72ce67bfe&output=html&source=placeapi_v2,交通设施;港口,scope,False,0,120.161207,30.24694,交通设施,港口
长桥溪水生态修复公园,浙江省,杭州市,西湖区,玉皇山路74号正北方向190米,(0571)87032411,05a4a5f948d5946c9d95de13,05a4a5f948d5946c9d95de13,1,"{'distance': 0, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=05a4a5f948d5946c9d95de13&output=html&source=placeapi_v2', 'overall_rating': '4.8', 'comment_num': '3', 'shop_hours': '', 'label': '景区,湿地', 'children': []}","{'lat': 30.233774, 'lng': 120.160635}",http://api.map.baidu.com/place/detail?uid=05a4a5f948d5946c9d95de13&output=html&source=placeapi_v2,旅游景点;公园,scope,True,0,120.160635,30.233774,旅游景点,公园
浙江美术馆,浙江省,杭州市,西湖区,杭州市西湖区南山路138号(长桥公园对面),(0571)87078700,db1f39d4f8097b6ef5c59c15,db1f39d4f8097b6ef5c59c15,1,"{'distance': 826, 'tag': '文化传媒;美术馆', 'navi_location': {'lng': 120.16342454686, 'lat': 30.23634788187}, 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=db1f39d4f8097b6ef5c59c15&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'image_num': '66', 'comment_num': '33', 'shop_hours': '09:00-17:00', 'label': '景区,美术馆 展馆', 'children': []}","{'lat': 30.236852, 'lng': 120.163334}",http://api.map.baidu.com/place/detail?uid=db1f39d4f8097b6ef5c59c15&output=html&source=placeapi_v2,文化传媒;美术馆,scope,True,0,120.163334,30.236852,文化传媒,美术馆
杭州少年儿童公园,浙江省,杭州市,西湖区,虎跑路61号,(0571)87981770,4d87b4a04ac2114332f71da9,4d87b4a04ac2114332f71da9,1,"{'distance': 3215, 'tag': '旅游景点;公园', 'navi_location': {'lng': 120.14208300612, 'lat': 30.220717488928}, 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=4d87b4a04ac2114332f71da9&output=html&source=placeapi_v2', 'overall_rating': '4.3', 'comment_num': '22', 'shop_hours': '08:30-17:00', 'label': 'AAA景区,城市公园', 'children': []}","{'lat': 30.222287, 'lng': 120.140802}",http://api.map.baidu.com/place/detail?uid=4d87b4a04ac2114332f71da9&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.140802,30.222287,旅游景点,公园
虎跑公园,浙江省,杭州市,西湖区,浙江省杭州市西湖区虎跑路39号,(0571)87981900,dce685975cca9b80ce04efec,,1,"{'distance': 3765, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=dce685975cca9b80ce04efec&output=html&source=placeapi_v2', 'overall_rating': '4.7', 'comment_num': '200', 'shop_hours': '07:00-17:30', 'label': '景区,泉', 'children': []}","{'lat': 30.215699, 'lng': 120.138469}",http://api.map.baidu.com/place/detail?uid=dce685975cca9b80ce04efec&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.138469,30.215699,旅游景点,公园
花港公园,浙江省,杭州市,西湖区,浙江省杭州市西湖区杨公堤8号,(0571)87963033,ebedbcd73f6ad6ee88f15d6a,ebedbcd73f6ad6ee88f15d6a,1,"{'distance': 2394, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=ebedbcd73f6ad6ee88f15d6a&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '3', 'shop_hours': '00:00-24:00', 'label': '景区,', 'children': []}","{'lat': 30.236873, 'lng': 120.14662}",http://api.map.baidu.com/place/detail?uid=ebedbcd73f6ad6ee88f15d6a&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.14662,30.236873,旅游景点,景点
济公殿,浙江省,杭州市,西湖区,杭州市西湖区南山路5-1号太子湾公园附近,None,46f0634a8a12efd4a8f7297e,,1,"{'distance': 827, 'tag': '旅游景点;寺庙', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=46f0634a8a12efd4a8f7297e&output=html&source=placeapi_v2', 'overall_rating': '3.0', 'comment_num': '13', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.23488, 'lng': 120.155039}",http://api.map.baidu.com/place/detail?uid=46f0634a8a12efd4a8f7297e&output=html&source=placeapi_v2,旅游景点;寺庙,scope,False,0,120.155039,30.23488,旅游景点,寺庙
澹真岛,浙江省,杭州市,西湖区,浙江省杭州市西湖区长桥溪水生态修复公园内,None,06f24bec7ed8b0ea49fc8db8,06f24bec7ed8b0ea49fc8db8,1,"{'distance': 0, 'tag': '旅游景点;风景区', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=06f24bec7ed8b0ea49fc8db8&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.233208, 'lng': 120.160588}",http://api.map.baidu.com/place/detail?uid=06f24bec7ed8b0ea49fc8db8&output=html&source=placeapi_v2,旅游景点;风景区,scope,False,0,120.160588,30.233208,旅游景点,风景区
运木古井,浙江省,杭州市,西湖区,浙江省杭州市西湖区南山路5-1号太子湾公园附近,(0571)87995600,eb367503e9575d1b00ec0142,eb367503e9575d1b00ec0142,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=eb367503e9575d1b00ec0142&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.235061, 'lng': 120.154887}",http://api.map.baidu.com/place/detail?uid=eb367503e9575d1b00ec0142&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.154887,30.235061,旅游景点,景点
二公园-休息区,浙江省,杭州市,西湖区,西湖区湖滨路15号二公园内,None,b21b091f1c40b37988f15dbf,b21b091f1c40b37988f15dbf,1,"{'distance': 0, 'tag': '生活服务;其他', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b21b091f1c40b37988f15dbf&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '生活服务', 'children': []}","{'lat': 30.258184, 'lng': 120.168641}",http://api.map.baidu.com/place/detail?uid=b21b091f1c40b37988f15dbf&output=html&source=placeapi_v2,生活服务;其他,life,False,0,120.168641,30.258184,生活服务,其他
观塔坪,浙江省,杭州市,西湖区,杭州市西湖区南山路61号学士公园内,None,9da51d5573b0e178b23c8124,,1,"{'distance': 625, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=9da51d5573b0e178b23c8124&output=html&source=placeapi_v2', 'overall_rating': '5', 'image_num': '6', 'comment_num': '3', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.238361, 'lng': 120.161497}",http://api.map.baidu.com/place/detail?uid=9da51d5573b0e178b23c8124&output=html&source=placeapi_v2,旅游景点;景点,scope,True,0,120.161497,30.238361,旅游景点,景点
西湖手划船停靠点,浙江省,杭州市,西湖区,杭州市西湖区清波桥河下4号柳浪闻莺公园内,None,bf0ec828f103bed21811d51a,None,1,"{'distance': 452, 'tag': '旅游景点;其他', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=bf0ec828f103bed21811d51a&output=html&source=placeapi_v2', 'overall_rating': '1', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.245243, 'lng': 120.160755}",http://api.map.baidu.com/place/detail?uid=bf0ec828f103bed21811d51a&output=html&source=placeapi_v2,旅游景点;其他,scope,False,0,120.160755,30.245243,旅游景点,其他
西湖风景区-手划船停靠点,浙江省,杭州市,西湖区,杭州市西湖区南山路61号学士公园内,None,94247cb9579b9b0907fef587,94247cb9579b9b0907fef587,1,"{'distance': 1045477, 'tag': '旅游景点;其他', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=94247cb9579b9b0907fef587&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.240787, 'lng': 120.160722}",http://api.map.baidu.com/place/detail?uid=94247cb9579b9b0907fef587&output=html&source=placeapi_v2,旅游景点;其他,scope,False,0,120.160722,30.240787,旅游景点,其他
郭宅,浙江省,杭州市,西湖区,杭州市西湖区南山路35号长桥公园内,None,b39ef74507db21a1df1e5297,b39ef74507db21a1df1e5297,1,"{'distance': 746, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b39ef74507db21a1df1e5297&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.23602, 'lng': 120.161183}",http://api.map.baidu.com/place/detail?uid=b39ef74507db21a1df1e5297&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.161183,30.23602,旅游景点,景点
吟香桥,浙江省,杭州市,西湖区,浙江省杭州市西湖区龙井路1号杭州西湖风景名胜区内,None,af1ae56b348302124207c140,af1ae56b348302124207c140,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=af1ae56b348302124207c140&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.236523, 'lng': 120.160704}",http://api.map.baidu.com/place/detail?uid=af1ae56b348302124207c140&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.160704,30.236523,旅游景点,景点
西湖手划船停靠点,浙江省,杭州市,西湖区,杭州市西湖区南山路35号长桥公园内,None,f67865c5ee528f89d8eced8f,,1,"{'distance': 698, 'tag': '旅游景点;其他', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=f67865c5ee528f89d8eced8f&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.237943, 'lng': 120.161175}",http://api.map.baidu.com/place/detail?uid=f67865c5ee528f89d8eced8f&output=html&source=placeapi_v2,旅游景点;其他,scope,False,0,120.161175,30.237943,旅游景点,其他
长桥公园-导游图,浙江省,杭州市,西湖区,杭州市西湖区南山路西湖风景区,None,af53cff24763473588db73c9,af53cff24763473588db73c9,1,"{'distance': 409439, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=af53cff24763473588db73c9&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.238432, 'lng': 120.161687}",http://api.map.baidu.com/place/detail?uid=af53cff24763473588db73c9&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.161687,30.238432,旅游景点,景点
湖山胜概,浙江省,杭州市,西湖区,杭州市西湖区南山路35号长桥公园内,None,632af9c450288fea7369d31b,632af9c450288fea7369d31b,1,"{'distance': 409490, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=632af9c450288fea7369d31b&output=html&source=placeapi_v2', 'overall_rating': '5', 'image_num': '4', 'comment_num': '2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.237735, 'lng': 120.160972}",http://api.map.baidu.com/place/detail?uid=632af9c450288fea7369d31b&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.160972,30.237735,旅游景点,景点
华联公园,浙江省,杭州市,西湖区,浙江省杭州市西湖区华联村木桥头11-1号正南方向100米,None,31f9101b0d94c6b826e0a011,,1,"{'distance': 4008, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=31f9101b0d94c6b826e0a011&output=html&source=placeapi_v2', 'overall_rating': '0.0', 'shop_hours': '00:00-24:00', 'label': '景区,', 'children': []}","{'lat': 30.351625, 'lng': 120.046729}",http://api.map.baidu.com/place/detail?uid=31f9101b0d94c6b826e0a011&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.046729,30.351625,旅游景点,公园
俞曲园纪念馆,浙江省,杭州市,西湖区,杭州市西湖区后孤山路32号,(0571)87968525,a7ea7244d556486dee74f80e,a7ea7244d556486dee74f80e,1,"{'distance': 0, 'tag': '旅游景点;文物古迹', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a7ea7244d556486dee74f80e&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '景区,展馆 纪念馆', 'children': []}","{'lat': 30.256655, 'lng': 120.145732}",http://api.map.baidu.com/place/detail?uid=a7ea7244d556486dee74f80e&output=html&source=placeapi_v2,旅游景点;文物古迹,scope,False,0,120.145732,30.256655,旅游景点,文物古迹
友好公园,浙江省,杭州市,西湖区,杭州市西湖区龙井路1号杭州西湖风景名胜区内,None,81d6a5094292b6406e20b979,,1,"{'distance': 537, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=81d6a5094292b6406e20b979&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'comment_num': '0', 'shop_hours': '00:00-24:00', 'label': '景区,城市公园', 'children': []}","{'lat': 30.25593, 'lng': 120.139409}",http://api.map.baidu.com/place/detail?uid=81d6a5094292b6406e20b979&output=html&source=placeapi_v2,旅游景点;公园,scope,True,0,120.139409,30.25593,旅游景点,公园
杭州西湖风景名胜区-观音堂,浙江省,杭州市,西湖区,浙江省杭州市西湖区南山路5-1号太子湾公园附近,None,c61bd305fb768768c27da278,c61bd305fb768768c27da278,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c61bd305fb768768c27da278&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.23454, 'lng': 120.155236}",http://api.map.baidu.com/place/detail?uid=c61bd305fb768768c27da278&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.155236,30.23454,旅游景点,景点
印泉,浙江省,杭州市,西湖区,杭州市西湖区孤山路31号西泠印社内,None,bdf81eacd9d21c3b20f017a7,bdf81eacd9d21c3b20f017a7,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=bdf81eacd9d21c3b20f017a7&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.256971, 'lng': 120.146465}",http://api.map.baidu.com/place/detail?uid=bdf81eacd9d21c3b20f017a7&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.146465,30.256971,旅游景点,景点
潘天寿先生像,浙江省,杭州市,西湖区,浙江省杭州市西湖区龙井路1号杭州西湖风景名胜区内,None,5d8d64e19aef52a1da2f28ad,5d8d64e19aef52a1da2f28ad,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=5d8d64e19aef52a1da2f28ad&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.256754, 'lng': 120.146135}",http://api.map.baidu.com/place/detail?uid=5d8d64e19aef52a1da2f28ad&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.146135,30.256754,旅游景点,景点
丁敬坐像,浙江省,杭州市,西湖区,杭州市西湖区孤山路31号西泠印社内,(0571)87179603,b2a5fb464325194faecb66a8,b2a5fb464325194faecb66a8,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b2a5fb464325194faecb66a8&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.257033, 'lng': 120.146399}",http://api.map.baidu.com/place/detail?uid=b2a5fb464325194faecb66a8&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.146399,30.257033,旅游景点,景点
莲池,浙江省,杭州市,西湖区,杭州市西湖区孤山路31号西泠印社内,None,c033f26def76d5bf601809d8,,1,"{'distance': 211, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c033f26def76d5bf601809d8&output=html&source=placeapi_v2', 'overall_rating': '5.0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.256336, 'lng': 120.146621}",http://api.map.baidu.com/place/detail?uid=c033f26def76d5bf601809d8&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.146621,30.256336,旅游景点,景点
竹阁,浙江省,杭州市,西湖区,杭州市西湖区孤山路31号西泠印社内,(0571)87179603,ac23cf17aab4e5032fe67bb5,,1,"{'distance': 216, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=ac23cf17aab4e5032fe67bb5&output=html&source=placeapi_v2', 'overall_rating': '5.0', 'shop_hours': '08:30-16:30', 'label': '景区,', 'children': []}","{'lat': 30.256409, 'lng': 120.146545}",http://api.map.baidu.com/place/detail?uid=ac23cf17aab4e5032fe67bb5&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.146545,30.256409,旅游景点,景点
剔藓亭,浙江省,杭州市,西湖区,杭州市西湖区孤山路31号西泠印社内,(0571)87179603,c02b9e6581b6fc75ab175add,c02b9e6581b6fc75ab175add,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c02b9e6581b6fc75ab175add&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'comment_num': '0', 'shop_hours': '', 'label': '景区,古迹', 'children': []}","{'lat': 30.256993, 'lng': 120.146445}",http://api.map.baidu.com/place/detail?uid=c02b9e6581b6fc75ab175add&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.146445,30.256993,旅游景点,景点
观乐楼,浙江省,杭州市,西湖区,杭州市西湖区孤山路31号西泠印社内,(0571)87179603,86296a226686ede697ca0726,,1,"{'distance': 229, 'tag': '旅游景点;风景区', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=86296a226686ede697ca0726&output=html&source=placeapi_v2', 'overall_rating': '0', 'image_num': '1', 'comment_num': '0', 'shop_hours': '08:30-16:30', 'label': '景区,', 'children': []}","{'lat': 30.257165, 'lng': 120.146372}",http://api.map.baidu.com/place/detail?uid=86296a226686ede697ca0726&output=html&source=placeapi_v2,旅游景点;风景区,scope,False,0,120.146372,30.257165,旅游景点,风景区
明郭孝童墓,浙江省,杭州市,西湖区,杭州市西湖区南山路15号西湖,(0571)87179603,d6df91c1717c3369f7b916f3,d6df91c1717c3369f7b916f3,1,"{'distance': 0, 'tag': '旅游景点;文物古迹', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d6df91c1717c3369f7b916f3&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.256394, 'lng': 120.146236}",http://api.map.baidu.com/place/detail?uid=d6df91c1717c3369f7b916f3&output=html&source=placeapi_v2,旅游景点;文物古迹,scope,False,0,120.146236,30.256394,旅游景点,文物古迹
